id_pedido,data_pedido,id_cliente,nome_cliente,email_cliente,cidade_cliente,estado_cliente,id_produto,nome_produto,categoria,quantidade,preco_unitario,preco_total,metodo_pagamento,status_pedido,ano,mes,dia_semana
PEDIDO-3678,2025-06-13,CLIENTE-228,Alana da Mata,lucas40@example.org,Porto De Lima,PI,PRODUTO-5333,Webcam,Eletrônicos,1,1020.63,1020.63,Cartão De Débito,Processando,2025,6,Friday
PEDIDO-3679,2025-12-14,CLIENTE-329,Dra. Gabriela Araújo,gabrielly86@example.com,Cavalcanti,PA,PRODUTO-5236,Lipliner,Beleza,4,1464.54,5858.16,Pix,Cancelado,2025,12,Sunday
PEDIDO-3680,2025-12-19,CLIENTE-247,Henry Gabriel Garcia,andrademarina@example.com,Martins De Rocha,ES,PRODUTO-7864,Livros de programação,Livros,3,796.5,2389.5,Cartão De Crédito,Entregue,2025,12,Friday
PEDIDO-3681,2025-06-19,CLIENTE-440,Pietra Vieira,diasoliver@example.com,Oliveira,SE,PRODUTO-1112,Blusa de frio,Roupas,4,1452.4,5809.6,Boleto,Cancelado,2025,6,Thursday
PEDIDO-3682,2026-02-25,CLIENTE-965,Ísis Mendes,aparecidagustavo-henrique@example.org,Cavalcante Paulista,SE,PRODUTO-5251,Vestido,Roupas,3,1138.75,3416.25,Cartão De Débito,Entregue,2026,2,Wednesday
PEDIDO-3683,2026-02-19,CLIENTE-519,Emanuella Azevedo,aylacarvalho@example.com,Azevedo Da Serra,PR,PRODUTO-3770,Quadro decorativo,Casa E Decoração,3,1525.88,4577.64,Boleto,Processando,2026,2,Thursday
PEDIDO-3684,2026-02-26,CLIENTE-287,Clarice Teixeira,hadassamendes@example.net,Marques Da Praia,RR,PRODUTO-8422,Livros de romance,Livros,5,814.37,4071.85,Cartão De Débito,Cancelado,2026,2,Thursday
PEDIDO-3685,2025-10-02,CLIENTE-459,Valentina Cavalcanti,cirinopedro-lucas@example.org,Santos,MA,PRODUTO-7556,Bola de vôlei,Esportes,2,588.32,1176.64,Cartão De Crédito,Cancelado,2025,10,Thursday
PEDIDO-3686,2025-08-18,CLIENTE-518,Ryan Fonseca,leaohellena@example.com,Cassiano,RN,PRODUTO-9942,Removedor de esmalte,Beleza,5,1719.71,8598.55,Pix,Cancelado,2025,8,Monday
PEDIDO-3687,2025-10-20,CLIENTE-578,Vinícius Caldeira,thiago25@example.com,Alves,AM,PRODUTO-2319,Desodorante,Beleza,5,167.17,835.8499999999999,Boleto,Processando,2025,10,Monday
PEDIDO-3688,2026-01-10,CLIENTE-522,Dra. Maria Laura Alves,email@naoinformado.com,Lopes,MA,PRODUTO-5937,Livros de fantasia,Livros,1,508.82,508.82,Boleto,Processando,2026,1,Saturday
PEDIDO-3689,2025-12-09,CLIENTE-843,Srta. Eloah Costela,nogueiraluiz-gustavo@example.org,Sousa Das Flores,BA,PRODUTO-7199,Livros de histórias,Livros,2,1897.57,3795.14,Boleto,Entregue,2025,12,Tuesday
PEDIDO-3690,2025-11-05,CLIENTE-752,Ana Lívia Rios,bcorreia@example.org,Rezende,RJ,PRODUTO-5141,Livros infantis,Livros,3,369.07,1107.21,Pix,Cancelado,2025,11,Wednesday
PEDIDO-3691,2025-09-20,CLIENTE-117,Kamilly Ribeiro,benjaminpimenta@example.com,Aragão Das Flores,PR,PRODUTO-5528,Histórias em quadrinho,Livros,3,1303.5,3910.5,Cartão De Crédito,Entregue,2025,9,Saturday
PEDIDO-3692,2025-10-29,CLIENTE-827,Maria Liz Pires,sara49@example.net,Porto Da Praia,PE,PRODUTO-9078,Organizador de mesa,Casa E Decoração,2,1116.07,2232.14,Cartão De Crédito,Cancelado,2025,10,Wednesday
PEDIDO-3693,2025-09-30,CLIENTE-355,Kamilly Azevedo,qda-conceicao@example.org,Mendes Do Norte,GO,PRODUTO-8029,Caixa de som,Eletrônicos,3,489.43,1468.29,Transferência,Processando,2025,9,Tuesday
PEDIDO-3694,2025-10-11,CLIENTE-984,Davi Miguel Guerra,thiagomendonca@example.org,Monteiro Da Serra,AC,PRODUTO-3928,Relógio de parede,Casa E Decoração,1,1080.06,1080.06,Pix,Cancelado,2025,10,Saturday
PEDIDO-3695,2025-03-17,CLIENTE-649,João Pedro Teixeira,qaragao@example.org,Da Costa Do Galho,MG,PRODUTO-7638,Smart TV,Eletrônicos,3,1739.03,5217.09,Cartão De Crédito,Processando,2025,3,Monday
PEDIDO-3696,2025-09-14,CLIENTE-936,Enzo Gabriel Campos,gabrielavieira@example.com,Araújo Verde,SP,PRODUTO-1716,Smartwatch,Eletrônicos,1,363.95,363.95,Pix,Processando,2025,9,Sunday
PEDIDO-3697,2025-07-04,CLIENTE-867,Natália Moreira,lucca68@example.org,Vieira,AL,PRODUTO-2347,Bota,Calçados,2,1733.22,3466.44,Cartão De Crédito,Cancelado,2025,7,Friday
PEDIDO-3698,2025-10-03,CLIENTE-418,Sr. Luiz Fernando Fogaça,leticialima@example.net,Carvalho De Minas,BA,PRODUTO-9648,Cortina,Casa E Decoração,1,1656.4,1656.4,Boleto,Processando,2025,10,Friday
PEDIDO-3699,2025-10-25,CLIENTE-830,Giovanna Barros,maria-luisanunes@example.com,Santos De Minas,RS,PRODUTO-9277,Faixa elástica de treino,Esportes,1,1975.54,1975.54,Boleto,Entregue,2025,10,Saturday
PEDIDO-3700,2026-02-11,CLIENTE-815,Henry Porto,jose-pedro41@example.net,Montenegro,DF,PRODUTO-2720,Roupa íntima,Roupas,5,1664.74,8323.7,Transferência,Cancelado,2026,2,Wednesday
PEDIDO-3701,2026-02-17,CLIENTE-150,Ana Júlia Câmara,aalmeida@example.com,Borges Da Prata,PR,PRODUTO-2465,Câmera digital,Eletrônicos,1,1879.8,1879.8,Boleto,Processando,2026,2,Tuesday
PEDIDO-3702,2025-12-30,CLIENTE-586,Dr. Diogo da Mata,julianateixeira@example.org,Alves,PB,PRODUTO-2913,Batom,Beleza,1,1512.91,1512.91,Cartão De Débito,Cancelado,2025,12,Tuesday
PEDIDO-3703,2025-08-31,CLIENTE-942,Dante Ribeiro,mendoncajoao-vitor@example.net,Pacheco,MG,PRODUTO-7798,Livros de romance,Livros,1,1775.02,1775.02,Cartão De Débito,Entregue,2025,8,Sunday
PEDIDO-3704,2025-10-07,CLIENTE-463,Maria Liz Brito,qcardoso@example.com,Correia Da Praia,MA,PRODUTO-1834,Mochila esportiva,Esportes,5,553.82,2769.1000000000004,Transferência,Cancelado,2025,10,Tuesday
PEDIDO-3705,2025-05-30,CLIENTE-751,Emilly Carvalho,mouraeloa@example.net,Borges Do Campo,PI,PRODUTO-9583,Livros de negócios,Livros,3,1846.47,5539.41,Cartão De Crédito,Entregue,2025,5,Friday
PEDIDO-3706,2025-08-04,CLIENTE-548,Marcos Vinicius Camargo,vaparecida@example.org,Ferreira Verde,PB,PRODUTO-4661,Sapato social,Calçados,5,373.01,1865.05,Cartão De Crédito,Entregue,2025,8,Monday
PEDIDO-3707,2026-02-18,CLIENTE-270,Marina Sampaio,ottopires@example.net,Brito Do Norte,MG,PRODUTO-9658,Velas aromáticas,Casa E Decoração,4,1069.04,4276.16,Cartão De Crédito,Processando,2026,2,Wednesday
PEDIDO-3708,2025-07-16,CLIENTE-579,Maria Isis da Luz,qnovaes@example.com,Monteiro Grande,BA,PRODUTO-1921,Relógio de parede,Casa E Decoração,2,962.5,1925.0,Cartão De Débito,Entregue,2025,7,Wednesday
PEDIDO-3709,2025-12-30,CLIENTE-665,Ana Liz Gomes,kamilly55@example.com,Carvalho Das Flores,DF,PRODUTO-9388,Bola de basquete,Esportes,5,966.46,4832.3,Boleto,Entregue,2025,12,Tuesday
PEDIDO-3710,2025-06-17,CLIENTE-793,Maria Luiza Nascimento,aylafogaca@example.com,Cunha De Minas,RN,PRODUTO-7294,Almofada,Casa E Decoração,4,1006.3,4025.2,Cartão De Crédito,Cancelado,2025,6,Tuesday
PEDIDO-3711,2025-12-02,CLIENTE-446,Maria Sophia Almeida,jcavalcante@example.com,Dias,TO,PRODUTO-4714,Condicionador,Beleza,4,1762.7,7050.8,Transferência,Entregue,2025,12,Tuesday
PEDIDO-3712,2025-10-07,CLIENTE-107,Ester Cassiano,mendoncaluiza@example.net,Moura Grande,ES,PRODUTO-5698,Bikinis,Roupas,1,1363.79,1363.79,Transferência,Processando,2025,10,Tuesday
PEDIDO-3713,2025-11-29,CLIENTE-576,Ana Julia Camargo,piresarthur-miguel@example.com,Pereira,MS,PRODUTO-9200,Condicionador,Beleza,1,380.95,380.95,Pix,Cancelado,2025,11,Saturday
PEDIDO-3714,2025-09-03,CLIENTE-298,Dra. Isabelly Fogaça,umendonca@example.net,Fernandes,PA,PRODUTO-3211,Base de maquiagem,Beleza,4,1929.82,7719.28,Boleto,Entregue,2025,9,Wednesday
PEDIDO-3715,2025-09-04,CLIENTE-138,Dra. Heloísa Cassiano,valves@example.net,Alves,MT,PRODUTO-7298,Paleta de maquiagem,Beleza,5,737.2,3686.0,Cartão De Débito,Processando,2025,9,Thursday
PEDIDO-3716,2026-02-04,CLIENTE-583,Rafael Castro,aylla34@example.com,Andrade,MG,PRODUTO-7372,Adaptador USB,Eletrônicos,3,179.27,537.8100000000001,Transferência,Cancelado,2026,2,Wednesday
PEDIDO-3717,2025-07-10,CLIENTE-691,Pedro Miguel Gonçalves,nrezende@example.org,Pacheco Da Serra,AP,PRODUTO-6974,Perfume,Beleza,1,677.62,677.62,Cartão De Crédito,Processando,2025,7,Thursday
PEDIDO-3718,2025-06-22,CLIENTE-943,Dom Fernandes,ferreirabento@example.org,Campos Alegre,MA,PRODUTO-7363,Vestido,Roupas,1,986.67,986.67,Cartão De Crédito,Entregue,2025,6,Sunday
PEDIDO-3719,2025-06-05,CLIENTE-147,Dra. Emanuelly Garcia,brunorodrigues@example.net,Vargas Do Galho,PB,PRODUTO-9563,Gloss,Beleza,2,600.04,1200.08,Boleto,Cancelado,2025,6,Thursday
PEDIDO-3720,2026-01-23,CLIENTE-215,Marcela Alves,mariagarcia@example.com,Castro,PE,PRODUTO-9817,Estante,Casa E Decoração,2,1176.88,2353.76,Pix,Cancelado,2026,1,Friday
PEDIDO-3721,2025-12-15,CLIENTE-615,Sra. Daniela Farias,noahcavalcanti@example.net,Santos,PR,PRODUTO-4610,Smartphone,Eletrônicos,1,637.78,637.78,Cartão De Crédito,Cancelado,2025,12,Monday
PEDIDO-3722,2025-11-10,CLIENTE-928,Dr. Raul Câmara,maria-claramendes@example.com,Nascimento Da Prata,MA,PRODUTO-2222,Shampoo,Beleza,3,1723.4,5170.200000000001,Cartão De Crédito,Entregue,2025,11,Monday
PEDIDO-3723,2025-06-04,CLIENTE-172,Lucca Sousa,salesluiz-felipe@example.org,Aparecida,SP,PRODUTO-8803,Livros de drama,Livros,3,1539.12,4617.36,Transferência,Processando,2025,6,Wednesday
PEDIDO-3724,2025-04-10,CLIENTE-513,Juliana Cavalcanti,barroscaio@example.com,Pires De Da Cruz,RN,PRODUTO-5015,Halteres,Esportes,5,1731.88,8659.400000000001,Boleto,Processando,2025,4,Thursday
PEDIDO-3725,2026-03-01,CLIENTE-195,Sra. Eduarda Santos,aabreu@example.com,Da Rocha,MT,PRODUTO-6338,Smartphone,Eletrônicos,1,1766.91,1766.91,Pix,Processando,2026,3,Sunday
PEDIDO-3726,2025-10-23,CLIENTE-887,Vitor Gabriel Vasconcelos,lorenarocha@example.com,Da Cruz Do Sul,MG,PRODUTO-9037,Casaco,Roupas,5,1585.11,7925.549999999999,Cartão De Crédito,Processando,2025,10,Thursday
PEDIDO-3727,2025-09-30,CLIENTE-665,Clara Fonseca,pastoralexandre@example.org,Pires,MA,PRODUTO-6258,Tênis casual,Calçados,2,1114.72,2229.44,Cartão De Crédito,Processando,2025,9,Tuesday
PEDIDO-3728,2025-11-04,CLIENTE-437,Dr. Brayan Garcia,guerramaria-cecilia@example.com,Barros,MT,PRODUTO-2613,Perfume,Beleza,2,1204.94,2409.88,Transferência,Processando,2025,11,Tuesday
PEDIDO-3729,2025-05-26,CLIENTE-449,Joaquim Monteiro,pedro80@example.net,Vargas,TO,PRODUTO-5253,Bota,Calçados,4,1715.46,6861.84,Cartão De Crédito,Cancelado,2025,5,Monday
PEDIDO-3730,2025-12-03,CLIENTE-572,Anna Liz Correia,yagoda-costa@example.com,Marques Da Mata,BA,PRODUTO-4720,Regata,Roupas,1,349.34,349.34,Pix,Processando,2025,12,Wednesday
PEDIDO-3731,2025-06-22,CLIENTE-962,Sr. Thiago das Neves,pedro89@example.net,Cunha,AP,PRODUTO-5590,Sapatilha,Calçados,4,963.7,3854.8,Cartão De Crédito,Processando,2025,6,Sunday
PEDIDO-3732,2025-10-04,CLIENTE-204,Nina Lopes,rafaela32@example.org,Aparecida Paulista,RS,PRODUTO-8547,Monitor,Eletrônicos,1,1662.47,1662.47,Cartão De Débito,Entregue,2025,10,Saturday
PEDIDO-3733,2026-03-02,CLIENTE-924,Murilo Fernandes,moreirabenicio@example.net,Câmara,MT,PRODUTO-8875,Tênis de corrida,Calçados,2,988.25,1976.5,Cartão De Crédito,Entregue,2026,3,Monday
PEDIDO-3734,2025-03-31,CLIENTE-425,Srta. Maria Julia Aragão,zsiqueira@example.net,Almeida,AP,PRODUTO-4739,Tênis de corrida,Calçados,1,1563.82,1563.82,Cartão De Débito,Processando,2025,3,Monday
PEDIDO-3735,2026-01-12,CLIENTE-960,Ravi Lucca Cardoso,ymendonca@example.net,Campos,RN,PRODUTO-9245,Sapato social,Calçados,4,1359.85,5439.4,Cartão De Débito,Entregue,2026,1,Monday
PEDIDO-3736,2025-11-25,CLIENTE-276,Maria Flor Vieira,pereiraalexandre@example.org,Campos,RJ,PRODUTO-5252,Sapatilha,Calçados,5,835.51,4177.55,Boleto,Processando,2025,11,Tuesday
PEDIDO-3737,2025-10-05,CLIENTE-628,Maria Sophia Mendes,laura59@example.org,Silva De Albuquerque,PR,PRODUTO-5919,Condicionador,Beleza,4,862.41,3449.64,Pix,Entregue,2025,10,Sunday
PEDIDO-3738,2025-09-27,CLIENTE-768,Olivia Gomes,lunna63@example.com,Cidade Não Informada,SE,PRODUTO-4383,Máscara de cílios,Beleza,1,1466.93,1466.93,Cartão De Débito,Processando,2025,9,Saturday
PEDIDO-3739,2025-09-02,CLIENTE-241,João Lucas Novais,vda-mata@example.net,Silveira,PA,PRODUTO-3054,Sandália,Calçados,5,890.91,4454.55,Transferência,Processando,2025,9,Tuesday
PEDIDO-3740,2025-03-27,CLIENTE-516,Vitória Pires,maria-liz70@example.com,Cavalcanti Da Praia,SE,PRODUTO-1494,Raquete de tênis,Esportes,3,1058.17,3174.51,Transferência,Processando,2025,3,Thursday
PEDIDO-3741,2025-08-26,CLIENTE-339,Luara Farias,henrique98@example.net,Pimenta Do Galho,SE,PRODUTO-1942,Shorts,Roupas,3,1565.97,4697.91,Pix,Entregue,2025,8,Tuesday
PEDIDO-3742,2025-03-21,CLIENTE-126,Dr. Davi Barbosa,cirinocaroline@example.net,Da Cruz,SE,PRODUTO-9598,Capacete para ciclismo,Esportes,5,1555.41,7777.05,Cartão De Débito,Entregue,2025,3,Friday
PEDIDO-3743,2025-12-20,CLIENTE-860,Davi Pinto,csilva@example.com,Borges Do Galho,PB,PRODUTO-6363,Adaptador USB,Eletrônicos,4,1905.51,7622.04,Cartão De Crédito,Processando,2025,12,Saturday
PEDIDO-3744,2025-06-07,CLIENTE-771,Sr. Samuel Araújo,da-rochamanuella@example.org,Sampaio,MS,PRODUTO-6270,Faixa elástica de treino,Esportes,4,162.66,650.64,Cartão De Débito,Cancelado,2025,6,Saturday
PEDIDO-3745,2025-07-03,CLIENTE-574,Juan Costela,liz63@example.com,Albuquerque Do Amparo,PR,PRODUTO-6554,Livros de negócios,Livros,3,359.63,1078.8899999999999,Cartão De Crédito,Cancelado,2025,7,Thursday
PEDIDO-3746,2025-05-14,CLIENTE-128,Guilherme Almeida,yurimonteiro@example.net,Araújo De Mendes,TO,PRODUTO-9633,Calça de moletom,Roupas,2,1697.9,3395.8,Cartão De Débito,Entregue,2025,5,Wednesday
PEDIDO-3747,2026-01-08,CLIENTE-867,Sabrina Mendonça,thiagomendes@example.org,Mendonça,DF,PRODUTO-3133,Removedor de esmalte,Beleza,2,401.51,803.02,Boleto,Entregue,2026,1,Thursday
PEDIDO-3748,2025-03-26,CLIENTE-250,Valentim Sá,almeidalucas@example.org,Da Mota,RJ,PRODUTO-2692,Livros de ficção científica,Livros,1,1680.04,1680.04,Pix,Cancelado,2025,3,Wednesday
PEDIDO-3749,2025-11-13,CLIENTE-536,Diego Rios,freitasyago@example.net,Andrade,MS,PRODUTO-2977,Vaso de planta,Casa E Decoração,1,874.72,874.72,Cartão De Crédito,Processando,2025,11,Thursday
PEDIDO-3750,2025-05-30,CLIENTE-656,Apollo da Cunha,cda-rosa@example.com,Borges Paulista,RO,PRODUTO-2868,Chinelo,Calçados,3,1682.44,5047.32,Cartão De Débito,Cancelado,2025,5,Friday
PEDIDO-3751,2025-07-28,CLIENTE-133,Dr. Joaquim Fonseca,igorcorreia@example.org,Alves,GO,PRODUTO-3879,Tênis casual,Calçados,4,1912.94,7651.76,Cartão De Crédito,Entregue,2025,7,Monday
PEDIDO-3752,2025-11-17,CLIENTE-925,Clara Pastor,igorcarvalho@example.com,Da Cunha Das Flores,RN,PRODUTO-4066,Camiseta,Roupas,2,1506.41,3012.82,Transferência,Cancelado,2025,11,Monday
PEDIDO-3753,2026-01-28,CLIENTE-372,Cliente não informado,paragao@example.net,Camargo,XX,PRODUTO-9951,Livros de romance,Livros,1,928.63,928.63,Cartão De Crédito,Entregue,2026,1,Wednesday
PEDIDO-3754,2025-06-19,CLIENTE-182,Srta. Luna Cunha,qda-mota@example.org,Da Costa Dos Dourados,PR,PRODUTO-4178,Mangás,Livros,1,1781.94,1781.94,Cartão De Crédito,Entregue,2025,6,Thursday
PEDIDO-3755,2025-04-23,CLIENTE-303,Otto Dias,oda-rosa@example.net,Da Costa Do Amparo,RR,PRODUTO-4026,Pijama,Roupas,4,407.9,1631.6,Pix,Processando,2025,4,Wednesday
PEDIDO-3756,2026-02-25,CLIENTE-973,Daniela Silva,antonyandrade@example.net,Das Neves De Nunes,GO,PRODUTO-8218,Smartwatch,Eletrônicos,5,593.34,2966.7000000000003,Cartão De Débito,Processando,2026,2,Wednesday
PEDIDO-3757,2026-02-13,CLIENTE-668,Dra. Ana Lívia Barbosa,mendesluan@example.net,Sampaio,RO,PRODUTO-9846,Caixa de som,Eletrônicos,5,113.4,567.0,Cartão De Débito,Processando,2026,2,Friday
PEDIDO-3758,2025-03-18,CLIENTE-260,Antônio Nascimento,gguerra@example.com,Fonseca,SE,PRODUTO-6325,Tênis casual,Calçados,5,477.02,2385.1,Transferência,Entregue,2025,3,Tuesday
PEDIDO-3759,2025-08-06,CLIENTE-817,Noah Sales,luisabrito@example.org,Barbosa,MA,PRODUTO-9081,Moletom,Roupas,5,1729.3,8646.5,Boleto,Cancelado,2025,8,Wednesday
PEDIDO-3760,2025-11-18,CLIENTE-496,Ana Julia Nogueira,dcasa-grande@example.com,Das Neves Da Mata,RR,PRODUTO-6702,Calça Jeans,Roupas,3,1951.13,5853.39,Transferência,Processando,2025,11,Tuesday
PEDIDO-3761,2025-10-18,CLIENTE-950,Ana Beatriz Costela,hellena44@example.net,Pacheco,AL,PRODUTO-7877,Mangás,Livros,4,1309.47,5237.88,Boleto,Processando,2025,10,Saturday
PEDIDO-3762,2026-01-14,CLIENTE-666,José Miguel Pires,earaujo@example.com,Casa Grande De Campos,MT,PRODUTO-5976,Tapete de yoga,Esportes,2,1196.82,2393.64,Pix,Cancelado,2026,1,Wednesday
PEDIDO-3763,2025-08-12,CLIENTE-700,Lunna Cavalcante,ycavalcanti@example.com,Gonçalves Do Sul,MA,PRODUTO-1383,Scarpin,Calçados,1,1036.05,1036.05,Transferência,Processando,2025,8,Tuesday
PEDIDO-3764,2026-02-20,CLIENTE-102,Bárbara Silveira,da-pazgiovanna@example.net,Rocha Da Prata,RS,PRODUTO-9112,Livros de negócios,Livros,4,1700.65,6802.6,Cartão De Crédito,Entregue,2026,2,Friday
PEDIDO-3765,2025-12-23,CLIENTE-110,Dr. Arthur da Cruz,amoreira@example.org,Da Conceição Grande,MG,PRODUTO-1761,Moletom,Roupas,1,1554.71,1554.71,Pix,Entregue,2025,12,Tuesday
PEDIDO-3766,2026-02-23,CLIENTE-386,Asafe Fonseca,zsousa@example.org,Caldeira Da Prata,GO,PRODUTO-9883,Tênis de academia,Calçados,1,1190.32,1190.32,Boleto,Entregue,2026,2,Monday
PEDIDO-3767,2026-02-19,CLIENTE-297,Josué Vargas,cecilia11@example.com,Guerra,DF,PRODUTO-4379,Moletom,Roupas,1,1916.94,1916.94,Boleto,Processando,2026,2,Thursday
PEDIDO-3768,2026-01-09,CLIENTE-257,Giovanna Abreu,goncalvesarthur-gabriel@example.org,Nunes,GO,PRODUTO-7131,Máscara de cílios,Beleza,3,1714.34,5143.0199999999995,Cartão De Crédito,Entregue,2026,1,Friday
PEDIDO-3769,2025-11-09,CLIENTE-846,Heloísa Casa Grande,carolina16@example.net,Oliveira De Goiás,MS,PRODUTO-6531,Saia,Roupas,3,1602.62,4807.86,Cartão De Crédito,Entregue,2025,11,Sunday
PEDIDO-3770,2025-10-23,CLIENTE-694,Srta. Caroline Gonçalves,ravicirino@example.com,Da Rosa,PB,PRODUTO-5666,Relógio de parede,Casa E Decoração,2,1266.37,2532.74,Boleto,Entregue,2025,10,Thursday
PEDIDO-3771,2025-12-21,CLIENTE-401,João Miguel Nascimento,heloisa78@example.com,Caldeira Do Oeste,RR,PRODUTO-5035,Paleta de maquiagem,Beleza,2,1204.59,2409.18,Boleto,Entregue,2025,12,Sunday
PEDIDO-3772,2025-03-12,CLIENTE-127,Sra. Ísis Peixoto,manuellada-mata@example.com,Duarte Do Amparo,MS,PRODUTO-9820,Coturno,Calçados,2,288.78,577.56,Pix,Processando,2025,3,Wednesday
PEDIDO-3773,2025-03-31,CLIENTE-693,Clara Mendes,da-luzarthur@example.net,Oliveira,PI,PRODUTO-8279,Mouse gamer,Eletrônicos,5,816.0,4080.0,Transferência,Cancelado,2025,3,Monday
PEDIDO-3774,2025-10-04,CLIENTE-157,Sr. Ravi Pereira,bruna83@example.org,Alves,SC,PRODUTO-3337,Caixa de som,Eletrônicos,4,832.9,3331.6,Cartão De Crédito,Processando,2025,10,Saturday
PEDIDO-3775,2025-05-10,CLIENTE-702,Sra. Laís Gonçalves,jose-pedro24@example.com,Rocha,AL,PRODUTO-5552,Bota,Calçados,1,1817.51,1817.51,Cartão De Débito,Entregue,2025,5,Saturday
PEDIDO-3776,2025-07-20,CLIENTE-987,Henry Aparecida,joao-lucasaragao@example.com,Da Cunha,RO,PRODUTO-2522,Tênis de academia,Calçados,2,1808.29,3616.58,Pix,Cancelado,2025,7,Sunday
PEDIDO-3777,2025-08-20,CLIENTE-200,Manuela Macedo,ecaldeira@example.com,Costa Grande,PE,PRODUTO-3169,Quadro decorativo,Casa E Decoração,4,920.36,3681.44,Boleto,Entregue,2025,8,Wednesday
PEDIDO-3778,2025-03-30,CLIENTE-337,Sr. Bernardo Gomes,arthur-gabrielmarques@example.net,Aragão De Porto,RN,PRODUTO-7566,Bola de vôlei,Esportes,4,1717.19,6868.76,Pix,Processando,2025,3,Sunday
PEDIDO-3779,2025-06-07,CLIENTE-783,Isabela Rezende,lucas-gabriel98@example.com,Duarte,SP,PRODUTO-9334,Paleta de maquiagem,Beleza,3,797.04,2391.12,Boleto,Cancelado,2025,6,Saturday
PEDIDO-3780,2025-10-14,CLIENTE-735,Marcos Vinicius Macedo,pdias@example.com,Ribeiro,XX,PRODUTO-3594,Velas aromáticas,Casa E Decoração,1,1764.75,1764.75,Pix,Entregue,2025,10,Tuesday
PEDIDO-3781,2026-01-10,CLIENTE-295,Sra. Gabrielly Guerra,valentinapastor@example.org,Pimenta De Gonçalves,MG,PRODUTO-2734,Vestido,Roupas,3,1397.61,4192.83,Pix,Processando,2026,1,Saturday
PEDIDO-3782,2025-11-21,CLIENTE-196,Cliente não informado,hadassacasa-grande@example.net,Cidade Não Informada,AL,PRODUTO-5907,Caixa de som,Eletrônicos,1,1690.57,1690.57,Cartão De Débito,Processando,2025,11,Friday
PEDIDO-3783,2025-12-17,CLIENTE-572,Bella Teixeira,goncalvesemanuelly@example.net,Caldeira,BA,PRODUTO-3288,Corda de pular,Esportes,4,1230.66,4922.64,Boleto,Processando,2025,12,Wednesday
PEDIDO-3784,2026-01-22,CLIENTE-357,Mariane da Rosa,isabelavargas@example.com,Campos,RN,PRODUTO-3151,Perfume,Beleza,1,1028.35,1028.35,Boleto,Cancelado,2026,1,Thursday
PEDIDO-3785,2025-12-20,CLIENTE-743,Dra. Bárbara Correia,ottofreitas@example.org,Fonseca,PR,PRODUTO-6264,Escova de cabelo,Beleza,1,1201.87,1201.87,Cartão De Crédito,Processando,2025,12,Saturday
PEDIDO-3786,2026-02-18,CLIENTE-594,Lavínia Nunes,aragaolarissa@example.com,Ribeiro,GO,PRODUTO-1679,Livros de desenvolvimento pessoal,Livros,4,1286.39,5145.56,Transferência,Entregue,2026,2,Wednesday
PEDIDO-3787,2025-05-15,CLIENTE-340,Srta. Maria Fernanda Cassiano,jmoura@example.com,Jesus,AL,PRODUTO-3787,Secador de cabelo,Beleza,5,1973.05,9865.25,Cartão De Débito,Processando,2025,5,Thursday
PEDIDO-3788,2025-07-19,CLIENTE-993,Dr. Raul Alves,joao-guilherme11@example.com,Peixoto Da Serra,PA,PRODUTO-1936,Quadro decorativo,Casa E Decoração,3,961.18,2883.54,Transferência,Cancelado,2025,7,Saturday
PEDIDO-3789,2025-12-03,CLIENTE-543,Sr. Pedro Peixoto,luiza50@example.com,Castro,MA,PRODUTO-1939,Tênis de corrida,Calçados,3,1291.25,3873.75,Pix,Cancelado,2025,12,Wednesday
PEDIDO-3790,2025-05-13,CLIENTE-296,José Almeida,lorenaalmeida@example.com,Campos,RO,PRODUTO-9871,Desodorante,Beleza,3,1413.97,4241.91,Cartão De Débito,Entregue,2025,5,Tuesday
PEDIDO-3791,2025-08-12,CLIENTE-276,José Pedro Farias,gustavo78@example.org,Da Cunha,PI,PRODUTO-9321,Câmera digital,Eletrônicos,4,990.4,3961.6,Transferência,Entregue,2025,8,Tuesday
PEDIDO-3792,2025-03-17,CLIENTE-321,Gabriela Pereira,xcunha@example.net,Moura,ES,PRODUTO-6224,Extensão de cílios,Beleza,1,1582.18,1582.18,Cartão De Débito,Entregue,2025,3,Monday
PEDIDO-3793,2025-10-16,CLIENTE-276,Dra. Gabrielly Pereira,cunhayan@example.org,Mendes Da Praia,SC,PRODUTO-6740,Camiseta,Roupas,1,1089.9,1089.9,Pix,Cancelado,2025,10,Thursday
PEDIDO-3794,2026-02-20,CLIENTE-750,Rhavi Cirino,lunnapimenta@example.net,Almeida Do Sul,BA,PRODUTO-3752,Histórias em quadrinho,Livros,3,922.08,2766.2400000000002,Transferência,Processando,2026,2,Friday
PEDIDO-3795,2025-10-19,CLIENTE-878,Maria Cecília Sousa,djesus@example.net,Sampaio,PI,PRODUTO-3953,Coturno,Calçados,1,226.75,226.75,Boleto,Entregue,2025,10,Sunday
PEDIDO-3796,2025-11-25,CLIENTE-380,Maria Isis Ribeiro,emilly51@example.org,Caldeira Do Sul,CE,PRODUTO-5709,Smartwatch,Eletrônicos,5,72.32,361.59999999999997,Cartão De Crédito,Cancelado,2025,11,Tuesday
PEDIDO-3797,2025-06-20,CLIENTE-527,Rebeca Camargo,livia51@example.com,Nunes De Porto,PB,PRODUTO-3789,Livros de drama,Livros,4,127.53,510.12,Cartão De Débito,Processando,2025,6,Friday
